,id_invoice,issue_date,due_date,paid_date,paid,contact_id,total,amount_due,exchange_rate,currency,is_sale,invoice_id,id_invoice_info,description,item_code,quantity,id,name,is_supplier,is_customer,email,phone,sale_unit_price,purchase_unit_price,revenue,expense,profit
10,c1662564-34ef-419a-bc36-201e2f3a451c,2021-10-31T00:00:00.000Z,2021-11-06T00:00:00.000Z,2021-11-30T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True,c1662564-34ef-419a-bc36-201e2f3a451c,56e1b067-0b81-473f-923f-01a0a08913ce,Rental income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
11,03caaffa-82c8-4147-bc0a-4bfb1f608303,2021-11-30T00:00:00.000Z,2021-12-06T00:00:00.000Z,2021-12-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True,03caaffa-82c8-4147-bc0a-4bfb1f608303,526da924-d36d-4caf-aa1f-31454486ddb8,Rental income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
12,41e20ef0-b00b-4111-a0e5-5ebb45a0a23f,2021-12-31T00:00:00.000Z,2022-01-06T00:00:00.000Z,2021-01-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,174.8,0.0,1.0,GBP,True,41e20ef0-b00b-4111-a0e5-5ebb45a0a23f,6cdee755-7408-45d5-a58d-6d5d15af4618,Rental income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
13,31aab43b-236c-4ebf-bb42-656f2f83fabb,2022-01-01T00:00:00.000Z,2022-02-06T00:00:00.000Z,2022-02-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,31aab43b-236c-4ebf-bb42-656f2f83fabb,640dbff7-ceba-4f38-90b3-fcc81e34bab8,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
14,250b341a-315e-4a9e-b2cc-00ce82ea55ee,2022-02-01T00:00:00.000Z,2022-03-06T00:00:00.000Z,2022-03-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,250b341a-315e-4a9e-b2cc-00ce82ea55ee,e1caf25c-3d22-4152-9db2-d6de78549549,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
15,dc19990f-3ef4-4f65-9a8e-d2c5d4af24da,2022-03-01T00:00:00.000Z,2022-04-06T00:00:00.000Z,2022-04-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,dc19990f-3ef4-4f65-9a8e-d2c5d4af24da,b33482ee-3658-4f2b-be8f-558938687de1,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
16,3c3aac10-c207-4d4a-94e2-838c8881dddd,2022-04-01T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022-05-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,3c3aac10-c207-4d4a-94e2-838c8881dddd,1f72d683-a175-4132-be3b-ec25a5e2c4dd,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
17,060369c8-d4b4-471e-9461-d86ff2fee6be,2022-05-01T00:00:00.000Z,2022-06-06T00:00:00.000Z,2022-06-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,060369c8-d4b4-471e-9461-d86ff2fee6be,1193e092-bf4f-439a-bc27-0b74b815cfa8,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
18,f5c0331d-b45f-41be-bb31-359c0204b605,2022-06-01T00:00:00.000Z,2022-07-06T00:00:00.000Z,2022-07-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,f5c0331d-b45f-41be-bb31-359c0204b605,1ab0c821-b66e-43f7-a1a3-dd743bf9a0b4,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
19,ecea30e2-ba95-46c0-86ed-38045a065688,2022-07-01T00:00:00.000Z,2022-08-06T00:00:00.000Z,2022-08-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,ecea30e2-ba95-46c0-86ed-38045a065688,485c82af-d6d6-4bac-9cf7-fea08c4670e3,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
20,c2de1152-1fd7-477e-a921-b816b7ab0d8a,2022-08-01T00:00:00.000Z,2022-09-06T00:00:00.000Z,2022-09-06T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,c2de1152-1fd7-477e-a921-b816b7ab0d8a,056392c5-89f0-4ffd-928d-30132391cab1,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
21,1e20dc2b-b465-44f7-a6e6-95886b645218,2022-09-01T00:00:00.000Z,2022-10-06T00:00:00.000Z,2022-09-30T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,1e20dc2b-b465-44f7-a6e6-95886b645218,749d4272-78d3-4ffe-98bd-7ac4733c3bb9,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
22,7bc0ca47-5719-49a0-b146-7ee5f1000f73,2022-10-01T00:00:00.000Z,2022-11-06T00:00:00.000Z,2022-12-07T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,7bc0ca47-5719-49a0-b146-7ee5f1000f73,f9974b2d-0a6f-4c90-9a6f-264411157c56,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
23,dc38d15a-abe7-4644-aea3-8deb4b3de082,2022-11-01T00:00:00.000Z,2022-12-06T00:00:00.000Z,2022-12-07T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,dc38d15a-abe7-4644-aea3-8deb4b3de082,15e5ee61-f2f5-4f09-bea1-1b652bf0a585,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
24,2d2fbdd6-437d-4aeb-ac45-3964aca46b61,2022-12-01T00:00:00.000Z,2023-01-06T00:00:00.000Z,2023-02-01T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,184.0,0.0,1.0,GBP,True,2d2fbdd6-437d-4aeb-ac45-3964aca46b61,cf276c9e-24eb-4671-b9ac-ca8b9733622a,Rental Income,0,1.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,0.0,0.0,0.0,0.0,0.0
25,e34ffdd2-64be-4169-9fbc-34e869628136,2023-05-15T00:00:00.000Z,2023-05-31T00:00:00.000Z,2023-05-15T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,1250.0,0.0,1.0,GBP,True,e34ffdd2-64be-4169-9fbc-34e869628136,d1ddd64d-8f7f-4ab6-afa7-66c3871c60e3,Tinkerbell cake,TIN001,10.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,125.0,15.0,1250.0,150.0,1100.0
26,c61b4382-27f2-481c-b3d0-1f0e7401a35d,2023-05-15T00:00:00.000Z,2023-05-31T00:00:00.000Z,2023-05-15T00:00:00.000Z,True,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,1250.0,0.0,1.0,GBP,True,c61b4382-27f2-481c-b3d0-1f0e7401a35d,9ed2e475-c050-4c42-9c99-4de43b06b349,Tinkerbell cake,TIN001,10.0,8e81fbc4-4f33-4ae9-bf5e-a2415372e77b,Snow White,False,True,0,0,125.0,15.0,1250.0,150.0,1100.0
27,e4f53ac4-3aa8-4332-9082-c6551e09d90b,2021-02-23T00:00:00.000Z,2021-02-28T00:00:00.000Z,0,False,e0857d09-69cc-4608-83b8-7e2083e678a3,10000.0,0.0,1.0,GBP,True,e4f53ac4-3aa8-4332-9082-c6551e09d90b,0163c3f0-97e7-4309-9056-0d1d745db656,Purchase of building,0,1.0,e0857d09-69cc-4608-83b8-7e2083e678a3,Maleficent,True,True,0,0,0.0,0.0,0.0,0.0,0.0
28,ed8057f9-995a-411d-a44c-f0f680858c8b,2022-09-28T00:00:00.000Z,2022-09-30T00:00:00.000Z,2022-09-30T00:00:00.000Z,True,e0857d09-69cc-4608-83b8-7e2083e678a3,5750.0,0.0,1.0,GBP,False,ed8057f9-995a-411d-a44c-f0f680858c8b,7b296375-7ed8-434c-9007-db457bab934f,Table,0,1.0,e0857d09-69cc-4608-83b8-7e2083e678a3,Maleficent,True,True,0,0,0.0,0.0,0.0,0.0,0.0
29,aca26d49-abcb-4320-ac50-e0e613e34393,2021-03-07T00:00:00.000Z,2021-03-25T00:00:00.000Z,2022-04-05T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,848.3460164621836,0.0,1.9317,NZD,True,aca26d49-abcb-4320-ac50-e0e613e34393,6299f20b-baf1-46f6-9c87-531ef2a91cda,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
30,0a84fa97-263c-4186-add7-1a56bd59e71c,2021-04-07T00:00:00.000Z,2021-04-25T00:00:00.000Z,2022-04-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,836.4255345212149,0.0,1.95923,NZD,True,0a84fa97-263c-4186-add7-1a56bd59e71c,91eaeafb-fff6-4ffa-b4cd-807016e0e94f,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
31,7a91e673-9dbc-4558-ac16-d0c56fde9ff3,2021-05-07T00:00:00.000Z,2021-05-25T00:00:00.000Z,2021-05-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,853.2045608371948,0.0,1.9207,NZD,True,7a91e673-9dbc-4558-ac16-d0c56fde9ff3,ab66d198-8417-4652-84b1-8827657a96e6,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
32,e5dc3f99-90fd-435e-a4da-b3398e0c499b,2021-06-07T00:00:00.000Z,2021-06-25T00:00:00.000Z,2021-06-28T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,835.483114446529,0.0,1.96144,NZD,True,e5dc3f99-90fd-435e-a4da-b3398e0c499b,013f96d8-0ae3-460b-9b16-b5aeb75fd5da,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
33,8415b1b8-991a-42b6-8885-c598fd530537,2021-07-07T00:00:00.000Z,2021-07-25T00:00:00.000Z,2021-07-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,833.0664470573881,0.0,1.96713,NZD,True,8415b1b8-991a-42b6-8885-c598fd530537,38ab53e9-e4ba-4cee-86c6-af4abc7da74a,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
34,233e6008-1074-48df-a7df-e94f0fbfaf6f,2021-08-07T00:00:00.000Z,2021-08-25T00:00:00.000Z,2021-08-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,828.0488112983502,0.0,1.97905,NZD,True,233e6008-1074-48df-a7df-e94f0fbfaf6f,58d755e5-5cfa-4440-bb55-29fb2a1cb7ca,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
35,54a1795a-4f70-4b09-8302-c8bc00d631aa,2021-09-07T00:00:00.000Z,2021-09-25T00:00:00.000Z,2021-09-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,844.0986494421609,0.0,1.94142,NZD,True,54a1795a-4f70-4b09-8302-c8bc00d631aa,b76b58d1-2e7f-48aa-828d-afc85bacafe8,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
36,9e98bc5c-c747-47b0-b3f2-c74c24b9edc9,2021-10-07T00:00:00.000Z,2021-10-25T00:00:00.000Z,2021-10-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,834.1435108597723,0.0,1.96459,NZD,True,9e98bc5c-c747-47b0-b3f2-c74c24b9edc9,bd166170-5a75-4d51-b820-2d9b23ac174e,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
37,31fb2364-a042-409b-88f9-7df28b5b7736,2021-11-07T00:00:00.000Z,2021-11-25T00:00:00.000Z,2021-11-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,864.433601476988,0.0,1.89575,NZD,True,31fb2364-a042-409b-88f9-7df28b5b7736,68231013-3a86-420a-bfda-3962b2ef1af7,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
38,c5eddf3e-3165-4b64-95a4-5f86137ae47f,2021-12-07T00:00:00.000Z,2021-12-25T00:00:00.000Z,2021-12-28T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,839.8548607801233,0.0,1.95123,NZD,True,c5eddf3e-3165-4b64-95a4-5f86137ae47f,d1ffe1ce-02d7-47be-ab8f-67b3040e2297,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
39,82a56db6-2e51-4743-8605-be13c2131533,2022-01-07T00:00:00.000Z,2022-01-25T00:00:00.000Z,2022-01-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,816.59856487941,0.0,2.0068,NZD,True,82a56db6-2e51-4743-8605-be13c2131533,88103816-d8e3-452c-8a07-6bd4322e4bd7,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
40,502f726d-61a8-4c73-a834-277425d840fb,2022-02-07T00:00:00.000Z,2022-02-25T00:00:00.000Z,2022-02-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,803.0450783321164,0.0,2.04067,NZD,True,502f726d-61a8-4c73-a834-277425d840fb,cb043c67-e005-4551-ac41-d9fa8c98f835,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
41,5d09938c-ae10-41cf-8bdb-05eeb5c67452,2022-03-07T00:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-31T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,853.0357923667938,0.0,1.92108,NZD,True,5d09938c-ae10-41cf-8bdb-05eeb5c67452,bf84c870-3ed3-405c-8c76-5b5b68e915c1,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
42,57c9a4ca-f576-464c-80d5-14f75949e943,2022-04-07T00:00:00.000Z,2022-04-25T00:00:00.000Z,2022-04-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,867.8624765657272,0.0,1.88826,NZD,True,57c9a4ca-f576-464c-80d5-14f75949e943,530f63ce-7e90-431a-b333-b206ed7aed03,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
43,ad3bf71d-a319-4562-a5e0-5edc52941a2a,2022-05-07T00:00:00.000Z,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,850.6491147020198,0.0,1.92647,NZD,True,ad3bf71d-a319-4562-a5e0-5edc52941a2a,30bee02d-e8d6-4b01-a2df-9eefdaa67a35,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
44,2f613a1b-a97e-4fc8-ac14-4960a58b0304,2022-06-07T00:00:00.000Z,2022-06-25T00:00:00.000Z,2022-06-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,848.9656994544861,0.0,1.93029,NZD,True,2f613a1b-a97e-4fc8-ac14-4960a58b0304,480b2af0-79c7-415d-944d-da97e9b10fad,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
45,7d0fdf70-f4ce-4698-88e8-28cee31e7b41,2022-07-07T00:00:00.000Z,2022-07-25T00:00:00.000Z,2022-07-26T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,845.0475443988366,0.0,1.93924,NZD,True,7d0fdf70-f4ce-4698-88e8-28cee31e7b41,1b3eebec-5a0e-47c3-b84e-bf0457b826ed,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
46,28ccac57-9d09-4ece-8088-201a655ab6b7,2022-08-07T00:00:00.000Z,2022-08-25T00:00:00.000Z,2022-09-04T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,846.9561262513761,0.0,1.93487,NZD,True,28ccac57-9d09-4ece-8088-201a655ab6b7,21d6e62b-6881-4338-83e9-02d7d5189881,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
47,c4b5491c-3d7e-40da-856a-f5411557e78f,2022-09-07T00:00:00.000Z,2022-09-25T00:00:00.000Z,2022-09-25T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,859.496286661352,0.0,1.90664,NZD,True,c4b5491c-3d7e-40da-856a-f5411557e78f,953aef32-b86a-4754-8748-30b11b5ebbad,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
48,00773c14-73fe-420a-9849-a94d29b3a227,2022-10-07T00:00:00.000Z,2022-10-25T00:00:00.000Z,2022-11-01T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,831.1144922023584,0.0,1.97175,NZD,True,00773c14-73fe-420a-9849-a94d29b3a227,a5dc6acc-3563-4fb4-be83-8d3ff7f79442,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
49,7af71986-fd9b-4ba2-b22e-9ecd6bca7c99,2022-11-07T00:00:00.000Z,2022-11-25T00:00:00.000Z,2023-01-16T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,849.1020632338159,0.0,1.92998,NZD,True,7af71986-fd9b-4ba2-b22e-9ecd6bca7c99,07087f10-d225-4312-bee5-1d7f719b95fc,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
50,8428dfef-876d-4142-a337-9541cd4232be,2022-12-07T00:00:00.000Z,2022-12-25T00:00:00.000Z,2023-01-10T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,853.2356570500305,0.0,1.92063,NZD,True,8428dfef-876d-4142-a337-9541cd4232be,197bc264-c7f0-439b-9e08-a6d2241742ee,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
51,7b8b29e4-3739-4002-b1d1-3c90ac217c00,2023-01-07T00:00:00.000Z,2023-01-25T00:00:00.000Z,2023-02-07T00:00:00.000Z,True,cf2b417f-352e-486f-a5e0-a32cbbfa0826,860.2181581489102,0.0,1.90504,NZD,True,7b8b29e4-3739-4002-b1d1-3c90ac217c00,3740f4bc-2bbb-4022-b56d-7b24c3d2bd67,Baking Lessons,0,1.0,cf2b417f-352e-486f-a5e0-a32cbbfa0826,Mrs Potts,False,True,0,0,0.0,0.0,0.0,0.0,0.0
